,Influencer,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Total
925,Toby Keith,1,11,15,15,15,15,15,15,15,15,15,12.0
1025,L7,1,7,16,21,23,23,23,23,23,23,23,12.0
2631,Michael Franks,1,10,16,16,16,16,16,16,16,16,16,12.0
3059,Hula,1,2,7,27,50,59,60,60,60,60,60,11.96875
3058,Crucifix,1,2,7,27,50,59,60,60,60,60,60,11.96875
572,Soul Coughing,1,9,15,17,19,19,19,19,19,19,19,11.75
1582,Marco Antonio SolÃ­s,1,7,18,19,19,19,19,19,19,19,19,11.75
2081,*NSYNC,1,10,15,16,16,16,16,16,16,16,16,11.75
3184,The Edwin Hawkins Singers,1,3,12,26,36,42,44,44,44,44,44,11.6875
3287,Peter Rowan,1,3,10,18,35,61,73,74,74,74,74,11.640625
2643,Ralph McTell,1,2,14,32,33,33,33,33,33,33,33,11.625
2426,Jon Secada,1,7,15,17,26,26,26,26,26,26,26,11.625
2378,Junior Reid,1,3,10,15,39,67,70,71,71,71,71,11.609375
2748,Half Pint,1,2,8,24,35,56,83,86,87,87,87,11.5859375
1918,Hoobastank,1,2,17,29,29,29,29,29,29,29,29,11.5
1559,Maurice Jarre,1,8,17,17,17,17,17,17,17,17,17,11.5
586,Kitaro,1,7,18,18,18,18,18,18,18,18,18,11.5
1629,Love and Rockets,1,6,15,21,25,25,25,25,25,25,25,11.5
2423,Johnny Osbourne,1,2,9,23,37,48,66,93,96,97,97,11.44921875
3100,Jello Biafra,1,4,10,23,39,41,42,42,42,42,42,11.40625
429,Jo Dee Messina,1,8,16,17,17,17,17,17,17,17,17,11.25
1812,Alphaville,1,6,18,19,19,19,19,19,19,19,19,11.25
3581,4 Non Blondes,1,2,15,28,32,32,32,32,32,32,32,11.25
1470,The Brand New Heavies,1,4,13,25,30,30,30,30,30,30,30,11.125
1388,"Bonnie ""Prince"" Billy",1,5,13,24,26,28,28,28,28,28,28,11.125
2067,Dream Theater,1,7,13,14,15,25,51,64,68,69,69,11.05078125
2299,Inner City,1,2,11,28,38,38,38,38,38,38,38,11.0
2566,Maria Muldaur,1,7,17,17,17,17,17,17,17,17,17,11.0
1706,ManÃ¡,1,12,12,12,12,12,12,12,12,12,12,11.0
1471,Incognito,1,4,13,24,29,29,29,29,29,29,29,10.875
2567,Basia,1,6,15,19,21,21,21,21,21,21,21,10.75
3360,Rachelle Ferrell,1,2,16,27,27,27,27,27,27,27,27,10.75
1589,"Harry Connick, Jr.",1,10,13,14,14,14,14,14,14,14,14,10.75
1638,Emperor,1,5,13,24,24,24,24,24,24,24,24,10.75
2754,Mandy Moore,1,9,14,15,15,15,15,15,15,15,15,10.75
3207,Cranes,1,3,13,25,30,30,30,30,30,30,30,10.625
1396,Europe,1,6,12,18,19,20,30,56,69,73,74,10.525390625
2543,Gary Moore,1,6,17,17,17,17,17,17,17,17,17,10.5
2856,Ricardo Montaner,1,3,13,22,32,32,32,32,32,32,32,10.5
2008,Death Cab for Cutie,1,11,12,12,12,12,12,12,12,12,12,10.5
2689,Gillian Welch,1,6,12,21,23,23,23,23,23,23,23,10.5
2867,The Killers,1,9,14,14,14,14,14,14,14,14,14,10.5
1882,Meshell Ndegeocello,1,7,16,16,16,16,16,16,16,16,16,10.5
2583,JosÃ© Alfredo JimÃ©nez,1,2,6,16,34,44,102,118,118,118,118,10.4375
2582,Jorge Negrete,1,2,6,16,34,44,102,118,118,118,118,10.4375
2584,Los Alegres de TerÃ¡n,1,2,6,16,34,44,102,118,118,118,118,10.4375
2198,Luna,1,6,13,20,21,21,21,21,21,21,21,10.375
1919,Tuck & Patti,1,7,15,16,16,16,16,16,16,16,16,10.25
3124,Westlife,1,6,16,17,17,17,17,17,17,17,17,10.25
2592,East 17,1,5,16,19,19,19,19,19,19,19,19,10.25
2826,Chris Whitley,1,3,12,26,27,27,27,27,27,27,27,10.125
2533,Spoon,1,4,8,24,32,34,34,34,34,34,34,10.125
2268,Polvo,1,4,8,21,33,38,39,39,39,39,39,10.09375
687,Marillion,1,4,11,21,22,23,33,58,71,75,76,10.009765625
2366,John Mayer,1,11,11,11,11,11,11,11,11,11,11,10.0
2725,Tracy Lawrence,1,7,14,16,16,16,16,16,16,16,16,10.0
2772,Ginuwine,1,8,14,14,14,14,14,14,14,14,14,10.0
2187,Dru Hill,1,6,16,16,16,16,16,16,16,16,16,10.0
2314,Michael Penn,1,4,11,23,26,26,26,26,26,26,26,9.875
886,The Suicide Machines,1,6,11,13,14,25,50,63,67,68,68,9.83203125
3085,Guadalcanal Diary,1,3,6,20,35,48,51,52,52,52,52,9.796875
3356,Gas,1,3,15,22,22,22,22,22,22,22,22,9.75
1833,Billy Ray Cyrus,1,6,15,16,16,16,16,16,16,16,16,9.75
1632,Death in Vegas,1,7,14,15,15,15,15,15,15,15,15,9.75
1148,The Primitives,1,2,8,15,28,59,71,73,73,73,73,9.71875
2832,Betty Buckley,1,2,8,14,26,64,75,75,75,75,75,9.71875
2764,Jackie Paris,1,4,14,20,21,21,21,21,21,21,21,9.625
2078,Tevin Campbell,1,8,13,13,13,13,13,13,13,13,13,9.5
1540,dc Talk,1,7,14,14,14,14,14,14,14,14,14,9.5
2753,Jessica Simpson,1,7,13,15,15,15,15,15,15,15,15,9.5
2099,Sandi Patty,1,9,12,12,12,12,12,12,12,12,12,9.5
1840,Paul Winter,1,4,15,19,19,19,19,19,19,19,19,9.5
1723,Narada Michael Walden,1,4,12,18,25,26,26,26,26,26,26,9.4375
2315,Translator,1,3,11,23,26,26,26,26,26,26,26,9.375
1935,Loleatta Holloway,1,2,3,29,40,40,40,40,40,40,40,9.375
2066,Every Avenue,1,4,14,18,20,21,21,21,21,21,21,9.3125
3012,Tortoise,1,7,11,16,16,16,16,16,16,16,16,9.25
1774,Sonny Sharrock,1,4,13,17,22,22,22,22,22,22,22,9.125
2652,Grandaddy,1,5,14,16,17,17,17,17,17,17,17,9.125
2070,Kenny G,1,5,11,19,20,20,20,20,20,20,20,9.125
3186,Giuseppe di Stefano,1,2,10,15,21,33,71,82,82,82,82,9.109375
2780,112,1,8,12,12,12,12,12,12,12,12,12,9.0
3572,Rihanna,1,10,10,10,10,10,10,10,10,10,10,9.0
883,Jack Johnson,1,9,11,11,11,11,11,11,11,11,11,9.0
85,In Flames,1,8,12,12,12,12,12,12,12,12,12,9.0
433,Deana Carter,1,7,12,14,14,14,14,14,14,14,14,9.0
3122,Bright Eyes,1,8,11,13,13,13,13,13,13,13,13,9.0
2738,Junior Brown,1,4,15,16,18,18,18,18,18,18,18,9.0
1983,The Sound,1,3,8,16,31,39,41,41,41,41,41,8.9375
1468,The Crusaders,1,5,7,16,27,32,32,32,32,32,32,8.9375
2485,Anti-Flag,1,6,13,14,15,15,15,15,15,15,15,8.875
3096,Zap Pow,1,2,6,11,30,46,71,99,102,103,103,8.87109375
3084,Pilot,1,2,5,19,34,47,50,51,51,51,51,8.796875
3023,Phil Manzanera,1,3,5,14,34,49,52,53,53,53,53,8.796875
1745,Sleater-Kinney,1,8,11,12,12,12,12,12,12,12,12,8.75
259,Paul van Dyk,1,5,11,18,18,18,18,18,18,18,18,8.75
841,Blonde Redhead,1,7,12,13,13,13,13,13,13,13,13,8.75
2949,Dropkick Murphys,1,5,7,8,19,45,58,62,63,63,63,8.7265625
2547,Bud Shank,1,3,13,15,21,28,29,29,29,29,29,8.71875
2884,El DeBarge,1,6,11,14,17,17,17,17,17,17,17,8.625
2661,Judge,1,2,11,21,24,27,28,28,28,28,28,8.59375
2968,Unsane,1,6,10,16,16,16,16,16,16,16,16,8.5
2589,Donna the Buffalo,1,5,13,14,16,16,16,16,16,16,16,8.5
2756,Charlie Wilson,1,4,8,19,25,25,25,25,25,25,25,8.5
2982,Atomic Kitten,1,9,10,10,10,10,10,10,10,10,10,8.5
3066,New Found Glory,1,7,12,12,12,12,12,12,12,12,12,8.5
1286,Andy Black,1,2,3,14,40,53,57,58,58,58,58,8.453125
2331,Glassjaw,1,6,11,14,15,15,15,15,15,15,15,8.375
2978,Converge,1,7,10,13,14,14,14,14,14,14,14,8.375
762,The Innocence Mission,1,5,12,15,16,16,16,16,16,16,16,8.375
2619,The Fabulous Thunderbirds,1,3,8,23,24,24,24,24,24,24,24,8.375
1971,The Sea and Cake,1,6,12,13,13,13,13,13,13,13,13,8.25
1560,Thievery Corporation,1,6,10,15,15,15,15,15,15,15,15,8.25
2429,Marc Anthony,1,6,8,17,17,17,17,17,17,17,17,8.25
2287,Poison,1,5,6,7,18,44,57,61,62,62,62,8.2265625
2108,Veruca Salt,1,5,9,16,19,20,20,20,20,20,20,8.1875
1788,Stanley Jordan,1,4,10,18,19,19,19,19,19,19,19,8.125
2744,Los Bukis,1,3,10,16,25,25,25,25,25,25,25,8.125
3458,Son Seals,1,2,6,18,34,36,36,36,36,36,36,8.125
1726,Tom Scott,1,3,10,16,24,25,25,25,25,25,25,8.0625
3168,Son Volt,1,4,9,18,20,21,21,21,21,21,21,8.0625
1722,Lee Ritenour,1,4,9,15,23,24,24,24,24,24,24,8.0625
1676,My Chemical Romance,1,9,9,9,9,9,9,9,9,9,9,8.0
459,Slipknot,1,9,9,9,9,9,9,9,9,9,9,8.0
2691,Ryan Adams,1,8,9,11,11,11,11,11,11,11,11,8.0
2266,Zucchero,1,6,12,12,12,12,12,12,12,12,12,8.0
1772,Beverley Knight,1,5,13,13,13,13,13,13,13,13,13,8.0
3566,Amy Winehouse,1,9,9,9,9,9,9,9,9,9,9,8.0
1940,John Williams,1,7,11,11,11,11,11,11,11,11,11,8.0
2091,Tullycraft,1,4,12,15,17,17,17,17,17,17,17,8.0
2195,The Beautiful South,1,4,9,18,19,19,19,19,19,19,19,7.875
1724,Kashif,1,3,9,16,24,25,25,25,25,25,25,7.8125
2866,Fall Out Boy,1,7,10,11,11,11,11,11,11,11,11,7.75
2352,Good Charlotte,1,8,9,10,10,10,10,10,10,10,10,7.75
2745,Machine Head,1,7,9,11,13,13,13,13,13,13,13,7.75
3268,Maroon 5,1,6,10,12,13,13,13,13,13,13,13,7.625
1889,Crowbar,1,5,8,13,18,21,22,22,22,22,22,7.59375
2912,The Blackbyrds,1,3,6,15,27,32,32,32,32,32,32,7.5625
2359,Peaches & Herb,1,2,8,17,24,30,32,32,32,32,32,7.5625
2815,Sara Evans,1,7,10,10,10,10,10,10,10,10,10,7.5
2094,El General,1,6,11,11,11,11,11,11,11,11,11,7.5
2244,Camille Yarbrough,1,2,12,16,20,20,20,20,20,20,20,7.5
3171,Kings of Leon,1,8,9,9,9,9,9,9,9,9,9,7.5
3259,Animal Collective,1,8,9,9,9,9,9,9,9,9,9,7.5
2563,Warne Marsh,1,2,7,18,24,31,32,32,32,32,32,7.46875
2662,Exodus,1,4,11,13,15,17,17,17,17,17,17,7.375
1026,Courtney Love,1,4,11,14,15,15,15,15,15,15,15,7.375
950,Bratmobile,1,5,10,13,14,14,14,14,14,14,14,7.375
2651,Lambchop,1,5,11,12,13,13,13,13,13,13,13,7.375
3422,Bobby Marchan,1,2,3,6,20,64,83,83,83,83,83,7.34375
1886,Songs: Ohia,1,3,12,14,16,16,16,16,16,16,16,7.25
2823,CeCe Winans,1,3,10,16,18,18,18,18,18,18,18,7.25
2645,Wilco,1,7,9,10,10,10,10,10,10,10,10,7.25
3569,Avenged Sevenfold,1,4,5,6,17,43,56,60,61,61,61,7.2265625
3419,Los Corraleros de Majagual,1,2,9,15,24,24,24,24,24,24,24,7.125
173,Steven Halpern,1,5,9,12,14,16,16,16,16,16,16,7.125
3418,DiÃ³medes DÃ­az,1,2,9,15,24,24,24,24,24,24,24,7.125
2529,Hothouse Flowers,1,5,9,13,14,14,14,14,14,14,14,7.125
3416,Roberto Torres,1,2,9,15,24,24,24,24,24,24,24,7.125
3415,Alfredo Gutierrez,1,2,9,15,24,24,24,24,24,24,24,7.125
3417,Lisandro Meza,1,2,9,15,24,24,24,24,24,24,24,7.125
2528,Sawyer Brown,1,5,11,11,11,11,11,11,11,11,11,7.0
3616,Bon Iver,1,7,9,9,9,9,9,9,9,9,9,7.0
2914,Eva Cassidy,1,5,11,11,11,11,11,11,11,11,11,7.0
2625,Johnny Gill,1,3,10,16,16,16,16,16,16,16,16,7.0
3290,Enrique GuzmÃ¡n,1,2,8,19,20,20,20,20,20,20,20,6.875
2321,Luscious Jackson,1,5,9,12,13,13,13,13,13,13,13,6.875
3289,Los Huracanes del Norte,1,2,8,19,20,20,20,20,20,20,20,6.875
2626,Jon B.,1,5,10,11,11,11,11,11,11,11,11,6.75
897,Ziggy Marley,1,6,8,11,11,11,11,11,11,11,11,6.75
2986,Fountains of Wayne,1,6,9,10,10,10,10,10,10,10,10,6.75
2453,Mad Cobra,1,6,8,11,11,11,11,11,11,11,11,6.75
2026,Willie Hutch,1,3,7,11,21,27,27,27,27,27,27,6.625
3243,Heatwave,1,2,5,14,26,31,31,31,31,31,31,6.5625
3244,James Mason,1,2,5,14,26,31,31,31,31,31,31,6.5625
3425,U.K.,1,2,8,14,15,16,26,52,65,69,70,6.525390625
2874,The Libertines,1,6,8,10,10,10,10,10,10,10,10,6.5
2951,Shakira,1,3,12,12,12,12,12,12,12,12,12,6.5
2693,Richard Ashcroft,1,4,9,13,13,13,13,13,13,13,13,6.5
2174,Goldie,1,5,9,11,11,11,11,11,11,11,11,6.5
1489,Keith Urban,1,7,8,8,8,8,8,8,8,8,8,6.5
3079,Silver Jews,1,3,10,13,15,15,15,15,15,15,15,6.5
3277,Calexico,1,4,10,12,12,12,12,12,12,12,12,6.5
2217,Tantric,1,6,9,9,9,9,9,9,9,9,9,6.5
1888,Sleep,1,7,8,8,8,8,8,8,8,8,8,6.5
2577,Lee Ann Womack,1,6,9,9,9,9,9,9,9,9,9,6.5
2734,Enrique Iglesias,1,7,8,8,8,8,8,8,8,8,8,6.5
3381,Ronnie Laws,1,2,5,14,25,30,30,30,30,30,30,6.4375
1799,David Gates,1,3,7,16,17,17,17,17,17,17,17,6.375
1855,Bryan White,1,3,11,12,12,12,12,12,12,12,12,6.25
2636,Felix da Housecat,1,5,9,10,10,10,10,10,10,10,10,6.25
3150,Cousin Emmy,1,2,7,13,22,24,24,24,24,24,24,6.25
2814,Shelby Lynne,1,5,9,10,10,10,10,10,10,10,10,6.25
2414,Berlin,1,5,9,10,10,10,10,10,10,10,10,6.25
3109,Snapcase,1,3,8,13,16,17,17,17,17,17,17,6.1875
3297,Pablo MilanÃ©s,1,3,8,10,19,19,19,19,19,19,19,6.125
3407,Joey McIntyre,1,2,6,17,20,20,20,20,20,20,20,6.125
907,k.d. lang,1,4,8,12,13,13,13,13,13,13,13,6.125
2286,Urge Overkill,1,3,7,11,18,21,22,22,22,22,22,6.09375
3006,Shellac,1,4,10,10,10,10,10,10,10,10,10,6.0
2416,Alicia Keys,1,7,7,7,7,7,7,7,7,7,7,6.0
1810,The Field Mice,1,3,6,14,17,19,19,19,19,19,19,6.0
3579,Jason Mraz,1,6,8,8,8,8,8,8,8,8,8,6.0
3002,Alison Krauss,1,6,8,8,8,8,8,8,8,8,8,6.0
3178,Damien Rice,1,5,9,9,9,9,9,9,9,9,9,6.0
3151,Ashlee Simpson,1,5,9,9,9,9,9,9,9,9,9,6.0
2898,Will Ackerman,1,4,10,10,10,10,10,10,10,10,10,6.0
2671,Dianne Reeves,1,4,9,10,12,12,12,12,12,12,12,6.0
2073,Dave Koz,1,7,7,7,7,7,7,7,7,7,7,6.0
84,Soulfly,1,5,9,9,9,9,9,9,9,9,9,6.0
1664,The Apples in Stereo,1,5,8,10,10,10,10,10,10,10,10,6.0
1574,Andrea Bocelli,1,7,7,7,7,7,7,7,7,7,7,6.0
509,Sonny Landreth,1,7,7,7,7,7,7,7,7,7,7,6.0
3117,Peter Murphy,1,3,11,11,11,11,11,11,11,11,11,6.0
3169,Nickelback,1,7,7,7,7,7,7,7,7,7,7,6.0
2030,Newsboys,1,6,8,8,8,8,8,8,8,8,8,6.0
3129,Jill Scott,1,6,7,9,9,9,9,9,9,9,9,6.0
2903,Linkin Park,1,7,7,7,7,7,7,7,7,7,7,6.0
2133,Zapp,1,5,9,9,9,9,9,9,9,9,9,6.0
1968,Todd Edwards,1,4,9,11,11,11,11,11,11,11,11,6.0
2603,Helloween,1,6,8,8,8,8,8,8,8,8,8,6.0
3334,Alice Coltrane,1,4,7,12,12,12,12,12,12,12,12,5.75
2708,Dallas Holm,1,2,10,13,13,13,13,13,13,13,13,5.75
2707,Anita Bryant,1,2,10,13,13,13,13,13,13,13,13,5.75
2472,Cornelius,1,5,8,9,9,9,9,9,9,9,9,5.75
2751,Le Tigre,1,5,8,9,9,9,9,9,9,9,9,5.75
578,Jan Hammer,1,4,8,11,11,11,11,11,11,11,11,5.75
2822,Wilson Phillips,1,2,8,14,16,16,16,16,16,16,16,5.75
3019,The Lounge Lizards,1,3,8,12,13,13,13,13,13,13,13,5.625
2428,Miami Sound Machine,1,3,7,9,18,18,18,18,18,18,18,5.625
1720,Jeff Lorber,1,2,6,12,20,21,21,21,21,21,21,5.5625
3273,Swell,1,2,6,15,17,18,18,18,18,18,18,5.5625
2415,Missing Persons,1,6,7,7,7,7,7,7,7,7,7,5.5
2630,Diana Krall,1,5,8,8,8,8,8,8,8,8,8,5.5
1879,LCD Soundsystem,1,6,7,7,7,7,7,7,7,7,7,5.5
2984,Hilary Duff,1,6,7,7,7,7,7,7,7,7,7,5.5
1418,Groove Armada,1,5,8,8,8,8,8,8,8,8,8,5.5
2889,Shinedown,1,6,7,7,7,7,7,7,7,7,7,5.5
1993,Pestilence,1,2,9,13,13,13,13,13,13,13,13,5.5
2742,Chely Wright,1,3,9,11,11,11,11,11,11,11,11,5.5
3324,Four Tet,1,4,9,9,9,9,9,9,9,9,9,5.5
2036,Level 42,1,5,8,8,8,8,8,8,8,8,8,5.5
1556,Trace Adkins,1,5,8,8,8,8,8,8,8,8,8,5.5
2673,Rodney Dangerfield,1,4,8,10,10,10,10,10,10,10,10,5.5
2471,The Dillinger Escape Plan,1,3,8,11,12,12,12,12,12,12,12,5.375
2555,Beres Hammond,1,3,8,10,13,13,13,13,13,13,13,5.375
3411,Philip Bailey,1,2,7,12,15,18,18,18,18,18,18,5.3125
1220,Billy Dean,1,3,9,10,10,10,10,10,10,10,10,5.25
2763,Susannah McCorkle,1,4,7,10,10,10,10,10,10,10,10,5.25
2025,Levi Stubbs,1,2,5,9,20,26,26,26,26,26,26,5.25
1087,Saliva,1,4,8,9,9,9,9,9,9,9,9,5.25
1536,Jars of Clay,1,5,7,8,8,8,8,8,8,8,8,5.25
3225,Kim Wilde,1,2,10,11,11,11,11,11,11,11,11,5.25
3018,John Scofield,1,4,8,9,9,9,9,9,9,9,9,5.25
444,Filter,1,5,7,8,8,8,8,8,8,8,8,5.25
3148,Jesse McCartney,1,5,7,8,8,8,8,8,8,8,8,5.25
2760,Blue Rodeo,1,3,8,10,11,11,11,11,11,11,11,5.125
3298,The Sapphires,1,2,7,9,18,18,18,18,18,18,18,5.125
2934,Kix,1,2,6,7,8,19,45,58,62,63,63,5.11328125
2263,Nelly Furtado,1,6,6,6,6,6,6,6,6,6,6,5.0
2687,Adriano Celentano,1,2,7,13,13,13,13,13,13,13,13,5.0
1202,Robyn,1,5,7,7,7,7,7,7,7,7,7,5.0
2794,Jim Brickman,1,6,6,6,6,6,6,6,6,6,6,5.0
2329,Taking Back Sunday,1,6,6,6,6,6,6,6,6,6,6,5.0
3346,Green Jelly,1,2,10,10,10,10,10,10,10,10,10,5.0
3574,Katy Perry,1,6,6,6,6,6,6,6,6,6,6,5.0
583,Marcus Miller,1,6,6,6,6,6,6,6,6,6,6,5.0
2553,Suzanne Ciani,1,3,9,9,9,9,9,9,9,9,9,5.0
456,Papa Roach,1,6,6,6,6,6,6,6,6,6,6,5.0
3045,Kelly Clarkson,1,5,7,7,7,7,7,7,7,7,7,5.0
3361,Erma Franklin,1,2,6,14,14,14,14,14,14,14,14,5.0
3041,Jill Sobule,1,3,9,9,9,9,9,9,9,9,9,5.0
3046,Lindsay Lohan,1,5,7,7,7,7,7,7,7,7,7,5.0
2733,Manu Chao,1,6,6,6,6,6,6,6,6,6,6,5.0
2024,Beulah,1,5,7,7,7,7,7,7,7,7,7,5.0
3493,Kelis,1,6,6,6,6,6,6,6,6,6,6,5.0
1509,Bob Newhart,1,5,7,7,7,7,7,7,7,7,7,5.0
2632,Norah Jones,1,6,6,6,6,6,6,6,6,6,6,5.0
1903,Deborah Cox,1,3,8,10,10,10,10,10,10,10,10,5.0
2703,Sam Kinison,1,5,7,7,7,7,7,7,7,7,7,5.0
2215,The Del McCoury Band,1,5,6,8,8,8,8,8,8,8,8,5.0
3498,Sigur RÃ³s,1,5,7,7,7,7,7,7,7,7,7,5.0
1936,Third Day,1,6,6,6,6,6,6,6,6,6,6,5.0
2445,BoySetsFire,1,2,8,11,12,12,12,12,12,12,12,4.875
3172,My Morning Jacket,1,5,6,7,7,7,7,7,7,7,7,4.75
1467,Jimmy McGriff,1,4,7,8,8,8,8,8,8,8,8,4.75
2007,Thursday,1,4,7,8,8,8,8,8,8,8,8,4.75
1970,a-ha,1,5,6,7,7,7,7,7,7,7,7,4.75
1811,Badly Drawn Boy,1,4,7,8,8,8,8,8,8,8,8,4.75
767,The Cranberries,1,4,7,8,8,8,8,8,8,8,8,4.75
548,Daryle Singletary,1,3,8,9,9,9,9,9,9,9,9,4.75
2616,Ian Matthews,1,5,6,7,7,7,7,7,7,7,7,4.75
2573,Bobby Short,1,3,7,10,10,10,10,10,10,10,10,4.75
2000,The Georgia Satellites,1,2,9,10,10,10,10,10,10,10,10,4.75
2196,Frederick Knight,1,2,6,12,13,14,14,14,14,14,14,4.6875
1830,Peaches,1,5,6,6,6,6,6,6,6,6,6,4.5
1558,The Charlie Daniels Band,1,5,6,6,6,6,6,6,6,6,6,4.5
2169,Asha Bhosle,1,5,6,6,6,6,6,6,6,6,6,4.5
2398,Yanni,1,5,6,6,6,6,6,6,6,6,6,4.5
2587,Duane Allman,1,5,6,6,6,6,6,6,6,6,6,4.5
2956,Paula Cole,1,3,8,8,8,8,8,8,8,8,8,4.5
2947,Yeah Yeah Yeahs,1,5,6,6,6,6,6,6,6,6,6,4.5
160,Brian Setzer,1,5,6,6,6,6,6,6,6,6,6,4.5
2290,Great White,1,5,6,6,6,6,6,6,6,6,6,4.5
684,Enigma,1,4,6,8,8,8,8,8,8,8,8,4.5
3520,The Shins,1,5,6,6,6,6,6,6,6,6,6,4.5
3156,CamarÃ³n de la Isla,1,3,6,10,10,10,10,10,10,10,10,4.5
3087,Machines of Loving Grace,1,4,7,7,7,7,7,7,7,7,7,4.5
2226,Pirates of the Mississippi,1,3,8,8,8,8,8,8,8,8,8,4.5
591,Liz Story,1,3,8,8,8,8,8,8,8,8,8,4.5
2609,Comus,1,5,6,6,6,6,6,6,6,6,6,4.5
1469,"Medeski, Martin & Wood",1,5,6,6,6,6,6,6,6,6,6,4.5
3288,Ben Folds Five,1,5,6,6,6,6,6,6,6,6,6,4.5
1368,Meshuggah,1,5,6,6,6,6,6,6,6,6,6,4.5
2624,Eddie Murphy,1,5,6,6,6,6,6,6,6,6,6,4.5
2188,Ratt,1,5,6,6,6,6,6,6,6,6,6,4.5
2076,Godsmack,1,4,6,8,8,8,8,8,8,8,8,4.5
3128,Angie Stone,1,5,6,6,6,6,6,6,6,6,6,4.5
3552,M.I.A.,1,5,6,6,6,6,6,6,6,6,6,4.5
3320,Billy Ocean,1,2,7,9,12,12,12,12,12,12,12,4.375
3145,El Gran Combo de Puerto Rico,1,4,6,7,8,8,8,8,8,8,8,4.375
3312,Romeo Void,1,3,7,8,8,8,8,8,8,8,8,4.25
3404,Meredith Brooks,1,2,4,13,13,13,13,13,13,13,13,4.25
2307,Steve Roach,1,3,6,8,10,10,10,10,10,10,10,4.25
313,Alejandro FernÃ¡ndez,1,5,5,5,5,5,5,5,5,5,5,4.0
3223,MK,1,2,5,10,12,12,12,12,12,12,12,4.0
440,Terri Clark,1,5,5,5,5,5,5,5,5,5,5,4.0
3643,The-Dream,1,4,6,6,6,6,6,6,6,6,6,4.0
3040,The Rapture,1,5,5,5,5,5,5,5,5,5,5,4.0
2771,Nate Dogg,1,3,7,7,7,7,7,7,7,7,7,4.0
139,Joe,1,3,7,7,7,7,7,7,7,7,7,4.0
3544,The Postal Service,1,5,5,5,5,5,5,5,5,5,5,4.0
2639,Utah Saints,1,5,5,5,5,5,5,5,5,5,5,4.0
1705,Oscar Lopez,1,3,7,7,7,7,7,7,7,7,7,4.0
200,Oleta Adams,1,2,8,8,8,8,8,8,8,8,8,4.0
2990,Rascal Flatts,1,5,5,5,5,5,5,5,5,5,5,4.0
2298,Robin Williams,1,3,7,7,7,7,7,7,7,7,7,4.0
2897,David Lanz,1,3,7,7,7,7,7,7,7,7,7,4.0
3286,Franz Ferdinand,1,5,5,5,5,5,5,5,5,5,5,4.0
2495,Killswitch Engage,1,5,5,5,5,5,5,5,5,5,5,4.0
3235,Jagged Edge,1,4,6,6,6,6,6,6,6,6,6,4.0
2130,Alexander O'Neal,1,3,7,7,7,7,7,7,7,7,7,4.0
1645,Stereophonics,1,4,6,6,6,6,6,6,6,6,6,4.0
3025,The Slackers,1,5,5,5,5,5,5,5,5,5,5,4.0
3507,The Used,1,5,5,5,5,5,5,5,5,5,5,4.0
3224,Timmy Regisford,1,2,5,10,12,12,12,12,12,12,12,4.0
3638,John Legend,1,4,6,6,6,6,6,6,6,6,6,4.0
2406,Aterciopelados,1,5,5,5,5,5,5,5,5,5,5,4.0
3614,Flying Lotus,1,5,5,5,5,5,5,5,5,5,5,4.0
3269,Muse,1,5,5,5,5,5,5,5,5,5,5,4.0
2455,Interpol,1,3,7,7,7,7,7,7,7,7,7,4.0
2994,Yolanda Adams,1,5,5,5,5,5,5,5,5,5,5,4.0
135,Brand New,1,5,5,5,5,5,5,5,5,5,5,4.0
3229,Melanie C,1,2,6,10,10,10,10,10,10,10,10,4.0
2871,Slave,1,4,6,6,6,6,6,6,6,6,6,4.0
252,Terry Gibbs,1,2,5,8,13,13,13,13,13,13,13,3.875
2952,Lata Mangeshkar,1,3,6,7,7,7,7,7,7,7,7,3.75
3392,Eric BenÃ©t,1,3,6,7,7,7,7,7,7,7,7,3.75
2824,Charly GarcÃ­a,1,3,6,7,7,7,7,7,7,7,7,3.75
2766,Brand X,1,2,6,9,9,9,9,9,9,9,9,3.75
3400,Charlie Robison,1,3,5,7,8,8,8,8,8,8,8,3.625
2786,George Thorogood,1,4,5,5,5,5,5,5,5,5,5,3.5
2536,Andrew Bird,1,4,5,5,5,5,5,5,5,5,5,3.5
1943,Clutch,1,4,5,5,5,5,5,5,5,5,5,3.5
2617,Ghost,1,4,5,5,5,5,5,5,5,5,5,3.5
3121,The Beta Band,1,3,5,7,7,7,7,7,7,7,7,3.5
2542,Sean Paul,1,3,6,6,6,6,6,6,6,6,6,3.5
3652,The Black Keys,1,4,5,5,5,5,5,5,5,5,5,3.5
3296,Verdine White,1,2,7,7,7,7,7,7,7,7,7,3.5
3460,Jennifer Love Hewitt,1,2,6,8,8,8,8,8,8,8,8,3.5
3049,Jessica Andrews,1,4,5,5,5,5,5,5,5,5,5,3.5
3295,Chuck Rainey,1,2,7,7,7,7,7,7,7,7,7,3.5
1967,Flora Purim,1,3,6,6,6,6,6,6,6,6,6,3.5
1490,Gary Allan,1,4,5,5,5,5,5,5,5,5,5,3.5
3509,Silverchair,1,3,6,6,6,6,6,6,6,6,6,3.5
1704,Los Fabulosos Cadillacs,1,4,5,5,5,5,5,5,5,5,5,3.5
2275,Sixpence None the Richer,1,4,5,5,5,5,5,5,5,5,5,3.5
